"Forest","Treatment","Mass","presence","HC","OC"
"SW","PreFenton",589.1563,1,1.07,0.5
"SW","PreFenton",589.1622,1,1.62,0.9
"SW","PreFenton",589.1927,1,1.17,0.45
"SW","PreFenton",589.1985,1,1.73,0.82
"SW","PreFenton",589.229,1,1.27,0.4
"SW","PreFenton",591.0992,1,0.92,0.62
"SW","PreFenton",591.1355,1,1.04,0.56
"SW","PreFenton",593.1148,1,1,0.62
"SW","PreFenton",593.1512,1,1.11,0.56
"SW","PreFenton",593.2603,1,1.4,0.4
"SW","PreFenton",599.2134,1,1.16,0.39
"SW","PreFenton",601.1622,1,1.55,0.86
"SW","PreFenton",601.229,1,1.23,0.39
"SW","PreFenton",603.1778,1,1.64,0.86
"SW","PreFenton",608.2308,1,1.62,0.62
"SW","PreFenton",615.1778,1,1.57,0.83
"SW","PreFenton",617.1935,1,1.65,0.83
"SW","PreFenton",629.1935,1,1.58,0.79
"SW","PreFenton",631.2091,1,1.67,0.79
"SW","PreFenton",633.1884,1,1.65,0.87
"SW","PreFenton",643.1727,1,1.5,0.83
"SW","PreFenton",645.1884,1,1.58,0.83
"SW","PreFenton",647.204,1,1.67,0.83
"SW","PreFenton",657.2248,1,1.62,0.73
"SW","PreFenton",659.204,1,1.6,0.8
"SW","PreFenton",661.1833,1,1.58,0.88
"SW","PreFenton",663.1989,1,1.67,0.88
"SW","PreFenton",665.2146,1,1.75,0.88
"SW","PreFenton",673.2197,1,1.62,0.77
"SW","PreFenton",677.2146,1,1.68,0.84
"SW","PreFenton",679.1938,1,1.67,0.92
"SW","PreFenton",719.2251,1,1.63,0.81
"SW","PreFenton",735.2201,1,1.63,0.85
"SW","PreFenton",809.2568,1,1.67,0.83
"SW","PreFentonGoethite",283.2643,1,2,0.11
"SW","PreFentonGoethite",287.2228,1,2,0.25
"SW","PreFentonGoethite",293.1758,1,1.53,0.24
"SW","PreFentonGoethite",295.1187,1,1.33,0.4
"SW","PreFentonGoethite",297.1344,1,1.47,0.4
"SW","PreFentonGoethite",297.153,1,1.62,0.19
"SW","PreFentonGoethite",299.15,1,1.6,0.4
"SW","PreFentonGoethite",299.1864,1,1.75,0.31
"SW","PreFentonGoethite",300.1929,1,1.93,0.29
"SW","PreFentonGoethite",301.1657,1,1.73,0.4
"SW","PreFentonGoethite",301.202,1,1.88,0.31
"SW","PreFentonGoethite",303.2177,1,2,0.31
"SW","PreFentonGoethite",307.1187,1,1.25,0.38
"SW","PreFentonGoethite",307.1398,1,1.85,0.62
"SW","PreFentonGoethite",307.1551,1,1.41,0.29
"SW","PreFentonGoethite",309.098,1,1.2,0.47
"SW","PreFentonGoethite",309.1344,1,1.38,0.38
"SW","PreFentonGoethite",309.1707,1,1.53,0.29
"SW","PreFentonGoethite",309.1741,1,2.14,0.36
"SW","PreFentonGoethite",311.0772,1,1.14,0.57
"SW","PreFentonGoethite",311.1136,1,1.33,0.47
"SW","PreFentonGoethite",311.15,1,1.5,0.38
"SW","PreFentonGoethite",311.1686,1,1.65,0.18
"SW","PreFentonGoethite",311.1864,1,1.65,0.29
"SW","PreFentonGoethite",311.2228,1,1.78,0.22
"SW","PreFentonGoethite",312.1565,1,1.64,0.36
"SW","PreFentonGoethite",313.0929,1,1.29,0.57
"SW","PreFentonGoethite",313.1293,1,1.47,0.47
"SW","PreFentonGoethite",313.1657,1,1.62,0.38
"SW","PreFentonGoethite",313.1769,1,1.73,0.33
"SW","PreFentonGoethite",313.202,1,1.76,0.29
"SW","PreFentonGoethite",313.2384,1,1.89,0.22
"SW","PreFentonGoethite",314.1358,1,1.62,0.46
"SW","PreFentonGoethite",314.1721,1,1.79,0.36
"SW","PreFentonGoethite",314.2085,1,1.93,0.27
"SW","PreFentonGoethite",315.0722,1,1.23,0.69
"SW","PreFentonGoethite",315.1085,1,1.43,0.57
"SW","PreFentonGoethite",315.1449,1,1.6,0.47
"SW","PreFentonGoethite",315.1602,1,1.26,0.21
"SW","PreFentonGoethite",315.1813,1,1.75,0.38
"SW","PreFentonGoethite",315.1966,1,1.4,0.15
"SW","PreFentonGoethite",315.2177,1,1.88,0.29
"SW","PreFentonGoethite",316.1878,1,1.93,0.36
"SW","PreFentonGoethite",317.1031,1,1.06,0.35
"SW","PreFentonGoethite",317.1394,1,1.22,0.28
"SW","PreFentonGoethite",317.1606,1,1.73,0.47
"SW","PreFentonGoethite",317.1758,1,1.37,0.21
"SW","PreFentonGoethite",317.197,1,1.88,0.38
"SW","PreFentonGoethite",319.0823,1,1,0.44
"SW","PreFentonGoethite",319.1187,1,1.18,0.35
"SW","PreFentonGoethite",319.1551,1,1.33,0.28
"SW","PreFentonGoethite",319.1762,1,1.87,0.47
"SW","PreFentonGoethite",319.1915,1,1.47,0.21
"SW","PreFentonGoethite",319.2126,1,2,0.38
"SW","PreFentonGoethite",321.0827,1,1.5,0.83
"SW","PreFentonGoethite",321.098,1,1.12,0.44
"SW","PreFentonGoethite",321.1344,1,1.29,0.35
"SW","PreFentonGoethite",321.1555,1,1.86,0.57
"SW","PreFentonGoethite",321.1707,1,1.44,0.28
"SW","PreFentonGoethite",321.2071,1,1.58,0.21
"SW","PreFentonGoethite",323.0772,1,1.07,0.53
"SW","PreFentonGoethite",323.0984,1,1.67,0.83
"SW","PreFentonGoethite",323.1136,1,1.25,0.44
"SW","PreFentonGoethite",323.1348,1,1.85,0.69
"SW","PreFentonGoethite",323.15,1,1.41,0.35
"SW","PreFentonGoethite",323.1534,1,2,0.43
"SW","PreFentonGoethite",323.1864,1,1.56,0.28
"SW","PreFentonGoethite",324.1565,1,1.53,0.33
"SW","PreFentonGoethite",325.0929,1,1.2,0.53
"SW","PreFentonGoethite",325.1293,1,1.38,0.44
"SW","PreFentonGoethite",325.1657,1,1.53,0.35
"SW","PreFentonGoethite",325.1843,1,1.67,0.17
"SW","PreFentonGoethite",325.202,1,1.67,0.28
"SW","PreFentonGoethite",326.1721,1,1.67,0.33
"SW","PreFentonGoethite",326.2085,1,1.81,0.25
"SW","PreFentonGoethite",327.0722,1,1.14,0.64
"SW","PreFentonGoethite",327.1085,1,1.33,0.53
"SW","PreFentonGoethite",327.1449,1,1.5,0.44
"SW","PreFentonGoethite",327.1813,1,1.65,0.35
"SW","PreFentonGoethite",327.1925,1,1.75,0.31
"SW","PreFentonGoethite",327.2177,1,1.78,0.28
"SW","PreFentonGoethite",328.1514,1,1.64,0.43
"SW","PreFentonGoethite",328.1878,1,1.8,0.33
"SW","PreFentonGoethite",328.2242,1,1.94,0.25
"SW","PreFentonGoethite",329.0878,1,1.29,0.64
"SW","PreFentonGoethite",329.1031,1,1,0.33
"SW","PreFentonGoethite",329.1242,1,1.47,0.53
"SW","PreFentonGoethite",329.1354,1,1.57,0.5
"SW","PreFentonGoethite",329.1394,1,1.16,0.26
"SW","PreFentonGoethite",329.1606,1,1.62,0.44
"SW","PreFentonGoethite",329.1718,1,1.73,0.4
"SW","PreFentonGoethite",329.1758,1,1.3,0.2
"SW","PreFentonGoethite",329.183,1,1.86,0.36
"SW","PreFentonGoethite",329.197,1,1.76,0.35
"SW","PreFentonGoethite",329.2333,1,1.89,0.28
"SW","PreFentonGoethite",330.1671,1,1.79,0.43
"SW","PreFentonGoethite",330.2034,1,1.93,0.33
"SW","PreFentonGoethite",331.0823,1,0.94,0.41
"SW","PreFentonGoethite",331.1035,1,1.43,0.64
"SW","PreFentonGoethite",331.1187,1,1.11,0.33
"SW","PreFentonGoethite",331.1398,1,1.6,0.53
"SW","PreFentonGoethite",331.1551,1,1.26,0.26
"SW","PreFentonGoethite",331.1762,1,1.75,0.44
"SW","PreFentonGoethite",331.1915,1,1.4,0.2
"SW","PreFentonGoethite",331.2126,1,1.88,0.35
"SW","PreFentonGoethite",331.249,1,2,0.28
"SW","PreFentonGoethite",332.1827,1,1.93,0.43
"SW","PreFentonGoethite",333.0616,1,0.88,0.5
"SW","PreFentonGoethite",333.098,1,1.06,0.41
"SW","PreFentonGoethite",333.1191,1,1.57,0.64
"SW","PreFentonGoethite",333.1344,1,1.22,0.33
"SW","PreFentonGoethite",333.1456,1,1.29,0.29
"SW","PreFentonGoethite",333.1555,1,1.73,0.53
"SW","PreFentonGoethite",333.1707,1,1.37,0.26
"SW","PreFentonGoethite",333.1919,1,1.88,0.44
"SW","PreFentonGoethite",333.2071,1,1.5,0.2
"SW","PreFentonGoethite",333.2469,1,2.11,0.17
"SW","PreFentonGoethite",334.1772,1,1.47,0.24
"SW","PreFentonGoethite",335.0772,1,1,0.5
"SW","PreFentonGoethite",335.1136,1,1.18,0.41
"SW","PreFentonGoethite",335.15,1,1.33,0.33
"SW","PreFentonGoethite",335.1711,1,1.87,0.53
"SW","PreFentonGoethite",335.1864,1,1.47,0.26
"SW","PreFentonGoethite",335.2075,1,2,0.44
"SW","PreFentonGoethite",335.2228,1,1.6,0.2
"SW","PreFentonGoethite",337.0565,1,0.93,0.6
"SW","PreFentonGoethite",337.0929,1,1.12,0.5
"SW","PreFentonGoethite",337.1293,1,1.29,0.41
"SW","PreFentonGoethite",337.1657,1,1.44,0.33
"SW","PreFentonGoethite",337.169,1,2,0.4
"SW","PreFentonGoethite",337.202,1,1.58,0.26
"SW","PreFentonGoethite",337.2054,1,2.12,0.31
"SW","PreFentonGoethite",338.1721,1,1.56,0.31
"SW","PreFentonGoethite",339.0722,1,1.07,0.6
"SW","PreFentonGoethite",339.0933,1,1.67,0.92
"SW","PreFentonGoethite",339.1085,1,1.25,0.5
"SW","PreFentonGoethite",339.1449,1,1.41,0.41
"SW","PreFentonGoethite",339.1813,1,1.56,0.33
"SW","PreFentonGoethite",339.1999,1,1.68,0.16
"SW","PreFentonGoethite",339.2177,1,1.68,0.26
"SW","PreFentonGoethite",340.115,1,1.36,0.5
"SW","PreFentonGoethite",340.1514,1,1.53,0.4
"SW","PreFentonGoethite",340.1878,1,1.69,0.31
"SW","PreFentonGoethite",340.2242,1,1.82,0.24
"SW","PreFentonGoethite",341.0878,1,1.2,0.6
"SW","PreFentonGoethite",341.1031,1,0.95,0.32
"SW","PreFentonGoethite",341.1242,1,1.38,0.5
"SW","PreFentonGoethite",341.1606,1,1.53,0.41
"SW","PreFentonGoethite",341.1792,1,1.67,0.22
"SW","PreFentonGoethite",341.183,1,1.73,0.33
"SW","PreFentonGoethite",341.197,1,1.67,0.33
"SW","PreFentonGoethite",341.2082,1,1.76,0.29
"SW","PreFentonGoethite",341.2333,1,1.79,0.26
"SW","PreFentonGoethite",342.1307,1,1.5,0.5
"SW","PreFentonGoethite",342.1671,1,1.67,0.4
"SW","PreFentonGoethite",342.2398,1,1.94,0.24
"SW","PreFentonGoethite",343.0823,1,0.89,0.39
"SW","PreFentonGoethite",343.1035,1,1.33,0.6
"SW","PreFentonGoethite",343.1187,1,1.05,0.32
"SW","PreFentonGoethite",343.1398,1,1.5,0.5
"SW","PreFentonGoethite",343.1511,1,1.6,0.47
"SW","PreFentonGoethite",343.1551,1,1.2,0.25
"SW","PreFentonGoethite",343.1762,1,1.65,0.41
"SW","PreFentonGoethite",343.1915,1,1.33,0.19
"SW","PreFentonGoethite",343.1987,1,1.87,0.33
"SW","PreFentonGoethite",343.2126,1,1.78,0.33
"SW","PreFentonGoethite",343.249,1,1.89,0.26
"SW","PreFentonGoethite",344.1463,1,1.64,0.5
"SW","PreFentonGoethite",344.1827,1,1.8,0.4
"SW","PreFentonGoethite",344.2191,1,1.94,0.31
"SW","PreFentonGoethite",345.0616,1,0.82,0.47
"SW","PreFentonGoethite",345.098,1,1,0.39
"SW","PreFentonGoethite",345.1092,1,1.06,0.35
"SW","PreFentonGoethite",345.1191,1,1.47,0.6
"SW","PreFentonGoethite",345.1303,1,1.57,0.57
"SW","PreFentonGoethite",345.1344,1,1.16,0.32
"SW","PreFentonGoethite",345.1555,1,1.62,0.5
"SW","PreFentonGoethite",345.1707,1,1.3,0.25
"SW","PreFentonGoethite",345.178,1,1.86,0.43
"SW","PreFentonGoethite",345.1919,1,1.76,0.41
"SW","PreFentonGoethite",345.2071,1,1.43,0.19
"SW","PreFentonGoethite",345.2283,1,1.89,0.33
"SW","PreFentonGoethite",346.162,1,1.79,0.5
"SW","PreFentonGoethite",347.0772,1,0.94,0.47
"SW","PreFentonGoethite",347.0984,1,1.43,0.71
"SW","PreFentonGoethite",347.1136,1,1.11,0.39
"SW","PreFentonGoethite",347.117,1,1.6,0.47
"SW","PreFentonGoethite",347.1348,1,1.6,0.6
"SW","PreFentonGoethite",347.15,1,1.26,0.32
"SW","PreFentonGoethite",347.1612,1,1.33,0.28
"SW","PreFentonGoethite",347.1711,1,1.75,0.5
"SW","PreFentonGoethite",347.1864,1,1.4,0.25
"SW","PreFentonGoethite",347.2075,1,1.88,0.41
"SW","PreFentonGoethite",347.2228,1,1.52,0.19
"SW","PreFentonGoethite",347.2262,1,2,0.22
"SW","PreFentonGoethite",347.2439,1,2,0.33
"SW","PreFentonGoethite",349.0565,1,0.88,0.56
"SW","PreFentonGoethite",349.0929,1,1.06,0.47
"SW","PreFentonGoethite",349.1293,1,1.22,0.39
"SW","PreFentonGoethite",349.1504,1,1.73,0.6
"SW","PreFentonGoethite",349.1657,1,1.37,0.32
"SW","PreFentonGoethite",349.1868,1,1.88,0.5
"SW","PreFentonGoethite",349.201,1,2.21,0.29
"SW","PreFentonGoethite",349.202,1,1.5,0.25
"SW","PreFentonGoethite",349.2418,1,2.11,0.22
"SW","PreFentonGoethite",350.1721,1,1.47,0.29
"SW","PreFentonGoethite",351.0569,1,1.33,1
"SW","PreFentonGoethite",351.0722,1,1,0.56
"SW","PreFentonGoethite",351.1085,1,1.18,0.47
"SW","PreFentonGoethite",351.1297,1,1.71,0.71
"SW","PreFentonGoethite",351.1449,1,1.33,0.39
"SW","PreFentonGoethite",351.1483,1,1.87,0.47
"SW","PreFentonGoethite",351.1661,1,1.87,0.6
"SW","PreFentonGoethite",351.1803,1,2.23,0.38
"SW","PreFentonGoethite",351.1813,1,1.47,0.32
"SW","PreFentonGoethite",351.1847,1,2,0.38
"SW","PreFentonGoethite",351.2177,1,1.6,0.25
"SW","PreFentonGoethite",351.2211,1,2.12,0.29
"SW","PreFentonGoethite",352.1514,1,1.44,0.38
"SW","PreFentonGoethite",353.0878,1,1.12,0.56
"SW","PreFentonGoethite",353.1242,1,1.29,0.47
"SW","PreFentonGoethite",353.1276,1,1.86,0.57
"SW","PreFentonGoethite",353.1467,1,1.47,0.4
"SW","PreFentonGoethite",353.1606,1,1.44,0.39
"SW","PreFentonGoethite",353.1639,1,2,0.47
"SW","PreFentonGoethite",353.197,1,1.58,0.32
"SW","PreFentonGoethite",353.2003,1,2.12,0.38
"SW","PreFentonGoethite",353.2333,1,1.7,0.25
"SW","PreFentonGoethite",354.1671,1,1.56,0.38
"SW","PreFentonGoethite",354.2034,1,1.71,0.29
"SW","PreFentonGoethite",355.0671,1,1.07,0.67
"SW","PreFentonGoethite",355.0823,1,0.84,0.37
"SW","PreFentonGoethite",355.1035,1,1.25,0.56
"SW","PreFentonGoethite",355.1187,1,1,0.3
"SW","PreFentonGoethite",355.1398,1,1.41,0.47
"SW","PreFentonGoethite",355.1623,1,1.6,0.4
"SW","PreFentonGoethite",355.1762,1,1.56,0.39
"SW","PreFentonGoethite",355.1987,1,1.75,0.31
"SW","PreFentonGoethite",355.2126,1,1.68,0.32
"SW","PreFentonGoethite",355.249,1,1.8,0.25
"SW","PreFentonGoethite",356.1463,1,1.53,0.47
"SW","PreFentonGoethite",356.1827,1,1.69,0.38
"SW","PreFentonGoethite",356.2555,1,1.94,0.22
"SW","PreFentonGoethite",357.0827,1,1.2,0.67
"SW","PreFentonGoethite",357.098,1,0.95,0.37
"SW","PreFentonGoethite",357.1191,1,1.38,0.56
"SW","PreFentonGoethite",357.1344,1,1.1,0.3
"SW","PreFentonGoethite",357.1416,1,1.57,0.5
"SW","PreFentonGoethite",357.1555,1,1.53,0.47
"SW","PreFentonGoethite",357.1667,1,1.62,0.44
"SW","PreFentonGoethite",357.1707,1,1.24,0.24
"SW","PreFentonGoethite",357.178,1,1.73,0.4
"SW","PreFentonGoethite",357.1919,1,1.67,0.39
"SW","PreFentonGoethite",357.2143,1,1.88,0.31
"SW","PreFentonGoethite",357.2283,1,1.79,0.32
"SW","PreFentonGoethite",358.1256,1,1.5,0.57
"SW","PreFentonGoethite",358.162,1,1.67,0.47
"SW","PreFentonGoethite",358.1984,1,1.81,0.38
"SW","PreFentonGoethite",359.0409,1,0.71,0.53
"SW","PreFentonGoethite",359.0772,1,0.89,0.44
"SW","PreFentonGoethite",359.0984,1,1.33,0.67
"SW","PreFentonGoethite",359.1136,1,1.05,0.37
"SW","PreFentonGoethite",359.1348,1,1.5,0.56
"SW","PreFentonGoethite",359.15,1,1.2,0.3
"SW","PreFentonGoethite",359.1572,1,1.71,0.5
"SW","PreFentonGoethite",359.1711,1,1.65,0.47
"SW","PreFentonGoethite",359.1864,1,1.33,0.24
"SW","PreFentonGoethite",359.1936,1,1.87,0.4
"SW","PreFentonGoethite",359.2075,1,1.78,0.39
"SW","PreFentonGoethite",359.2439,1,1.89,0.32
"SW","PreFentonGoethite",360.1776,1,1.8,0.47
"SW","PreFentonGoethite",361.0565,1,0.82,0.53
"SW","PreFentonGoethite",361.0929,1,1,0.44
"SW","PreFentonGoethite",361.114,1,1.47,0.67
"SW","PreFentonGoethite",361.1293,1,1.16,0.37
"SW","PreFentonGoethite",361.1504,1,1.62,0.56
"SW","PreFentonGoethite",361.1657,1,1.3,0.3
"SW","PreFentonGoethite",361.1868,1,1.76,0.47
"SW","PreFentonGoethite",361.202,1,1.43,0.24
"SW","PreFentonGoethite",361.2232,1,1.89,0.39
"SW","PreFentonGoethite",361.2596,1,2,0.32
"SW","PreFentonGoethite",362.1358,1,1.24,0.35
"SW","PreFentonGoethite",362.1721,1,1.39,0.28
"SW","PreFentonGoethite",363.0722,1,0.94,0.53
"SW","PreFentonGoethite",363.1085,1,1.11,0.44
"SW","PreFentonGoethite",363.1119,1,1.6,0.53
"SW","PreFentonGoethite",363.1297,1,1.6,0.67
"SW","PreFentonGoethite",363.1449,1,1.26,0.37
"SW","PreFentonGoethite",363.1562,1,1.33,0.33
"SW","PreFentonGoethite",363.1661,1,1.75,0.56
"SW","PreFentonGoethite",363.1813,1,1.4,0.3
"SW","PreFentonGoethite",363.2024,1,1.88,0.47
"SW","PreFentonGoethite",363.2177,1,1.52,0.24
"SW","PreFentonGoethite",363.2211,1,2,0.28
"SW","PreFentonGoethite",363.2388,1,2,0.39
"SW","PreFentonGoethite",364.1548,1,1.93,0.43
"SW","PreFentonGoethite",364.1878,1,1.5,0.28
"SW","PreFentonGoethite",365.0514,1,0.88,0.62
"SW","PreFentonGoethite",365.0725,1,1.38,0.92
"SW","PreFentonGoethite",365.0878,1,1.06,0.53
"SW","PreFentonGoethite",365.1089,1,1.57,0.79
"SW","PreFentonGoethite",365.1242,1,1.22,0.44
"SW","PreFentonGoethite",365.1276,1,1.73,0.53
"SW","PreFentonGoethite",365.1453,1,1.73,0.67
"SW","PreFentonGoethite",365.1606,1,1.37,0.37
"SW","PreFentonGoethite",365.1639,1,1.88,0.44
"SW","PreFentonGoethite",365.1817,1,1.88,0.56
"SW","PreFentonGoethite",365.197,1,1.5,0.3
"SW","PreFentonGoethite",365.2003,1,2,0.35
"SW","PreFentonGoethite",365.2333,1,1.62,0.24
"SW","PreFentonGoethite",365.2367,1,2.11,0.28
"SW","PreFentonGoethite",366.1671,1,1.47,0.35
"SW","PreFentonGoethite",367.0671,1,1,0.62
"SW","PreFentonGoethite",367.1035,1,1.18,0.53
"SW","PreFentonGoethite",367.1246,1,1.71,0.79
"SW","PreFentonGoethite",367.1398,1,1.33,0.44
"SW","PreFentonGoethite",367.1432,1,1.87,0.53
"SW","PreFentonGoethite",367.1527,1,1.93,0.53
"SW","PreFentonGoethite",367.161,1,1.87,0.67
"SW","PreFentonGoethite",367.1762,1,1.47,0.37
"SW","PreFentonGoethite",367.1796,1,2,0.44
"SW","PreFentonGoethite",367.2126,1,1.6,0.3
"SW","PreFentonGoethite",367.249,1,1.71,0.24
"SW","PreFentonGoethite",367.3582,1,2,0.08
"SW","PreFentonGoethite",368.1463,1,1.44,0.44
"SW","PreFentonGoethite",368.1827,1,1.59,0.35
"SW","PreFentonGoethite",369.0675,1,1.5,1.08
"SW","PreFentonGoethite",369.0827,1,1.12,0.62
"SW","PreFentonGoethite",369.098,1,0.9,0.35
"SW","PreFentonGoethite",369.1191,1,1.29,0.53
"SW","PreFentonGoethite",369.1225,1,1.86,0.64
"SW","PreFentonGoethite",369.1344,1,1.05,0.29
"SW","PreFentonGoethite",369.1555,1,1.44,0.44
"SW","PreFentonGoethite",369.1707,1,1.18,0.23
"SW","PreFentonGoethite",369.178,1,1.62,0.38
"SW","PreFentonGoethite",369.1919,1,1.58,0.37
"SW","PreFentonGoethite",369.2143,1,1.76,0.29
"SW","PreFentonGoethite",369.2283,1,1.7,0.3
"SW","PreFentonGoethite",369.301,1,1.91,0.18
"SW","PreFentonGoethite",370.162,1,1.56,0.44
"SW","PreFentonGoethite",370.1984,1,1.71,0.35
"SW","PreFentonGoethite",371.0772,1,0.84,0.42
"SW","PreFentonGoethite",371.0984,1,1.25,0.62
"SW","PreFentonGoethite",371.1017,1,1.85,0.77
"SW","PreFentonGoethite",371.1136,1,1,0.35
"SW","PreFentonGoethite",371.1348,1,1.41,0.53
"SW","PreFentonGoethite",371.15,1,1.14,0.29
"SW","PreFentonGoethite",371.1572,1,1.6,0.47
"SW","PreFentonGoethite",371.1711,1,1.56,0.44
"SW","PreFentonGoethite",371.1864,1,1.27,0.23
"SW","PreFentonGoethite",371.1936,1,1.75,0.38
"SW","PreFentonGoethite",371.2075,1,1.68,0.37
"SW","PreFentonGoethite",371.23,1,1.88,0.29
"SW","PreFentonGoethite",371.2439,1,1.8,0.3
"SW","PreFentonGoethite",372.1412,1,1.53,0.53
"SW","PreFentonGoethite",372.1565,1,1.21,0.26
"SW","PreFentonGoethite",372.1776,1,1.69,0.44
"SW","PreFentonGoethite",372.214,1,1.82,0.35
"SW","PreFentonGoethite",373.0565,1,0.78,0.5
"SW","PreFentonGoethite",373.0929,1,0.95,0.42
"SW","PreFentonGoethite",373.0963,1,1.38,0.5
"SW","PreFentonGoethite",373.114,1,1.38,0.62
"SW","PreFentonGoethite",373.1293,1,1.1,0.35
"SW","PreFentonGoethite",373.1504,1,1.53,0.53
"SW","PreFentonGoethite",373.1657,1,1.24,0.29
"SW","PreFentonGoethite",373.1729,1,1.73,0.47
"SW","PreFentonGoethite",373.1868,1,1.67,0.44
"SW","PreFentonGoethite",373.202,1,1.36,0.23
"SW","PreFentonGoethite",373.2093,1,1.88,0.38
"SW","PreFentonGoethite",373.2232,1,1.79,0.37
"SW","PreFentonGoethite",373.2596,1,1.9,0.3
"SW","PreFentonGoethite",374.1569,1,1.67,0.53
"SW","PreFentonGoethite",374.1721,1,1.32,0.26
"SW","PreFentonGoethite",374.2085,1,1.45,0.2
"SW","PreFentonGoethite",374.2449,1,1.57,0.14
"SW","PreFentonGoethite",375.0722,1,0.89,0.5
"SW","PreFentonGoethite",375.0755,1,1.33,0.6
"SW","PreFentonGoethite",375.1085,1,1.05,0.42
"SW","PreFentonGoethite",375.1198,1,1.11,0.39
"SW","PreFentonGoethite",375.1297,1,1.5,0.62
"SW","PreFentonGoethite",375.1449,1,1.2,0.35
"SW","PreFentonGoethite",375.1661,1,1.65,0.53
"SW","PreFentonGoethite",375.1813,1,1.33,0.29
"SW","PreFentonGoethite",375.1885,1,1.87,0.47
"SW","PreFentonGoethite",375.2024,1,1.78,0.44
"SW","PreFentonGoethite",375.2177,1,1.45,0.23
"SW","PreFentonGoethite",375.2388,1,1.89,0.37
"SW","PreFentonGoethite",375.2752,1,2,0.3
"SW","PreFentonGoethite",376.1514,1,1.28,0.33
"SW","PreFentonGoethite",376.1912,1,1.94,0.31
"SW","PreFentonGoethite",376.2242,1,1.55,0.2
"SW","PreFentonGoethite",377.0514,1,0.82,0.59
"SW","PreFentonGoethite",377.0878,1,1,0.5
"SW","PreFentonGoethite",377.1242,1,1.16,0.42
"SW","PreFentonGoethite",377.1453,1,1.62,0.62
"SW","PreFentonGoethite",377.1606,1,1.3,0.35
"SW","PreFentonGoethite",377.1817,1,1.76,0.53
"SW","PreFentonGoethite",377.197,1,1.43,0.29
"SW","PreFentonGoethite",377.2181,1,1.89,0.44
"SW","PreFentonGoethite",377.2333,1,1.55,0.23
"SW","PreFentonGoethite",378.1307,1,1.24,0.41
"SW","PreFentonGoethite",378.134,1,1.79,0.5
"SW","PreFentonGoethite",378.1671,1,1.39,0.33
"SW","PreFentonGoethite",378.1704,1,1.93,0.4
"SW","PreFentonGoethite",378.2034,1,1.53,0.26
"SW","PreFentonGoethite",379.0671,1,0.94,0.59
"SW","PreFentonGoethite",379.1035,1,1.11,0.5
"SW","PreFentonGoethite",379.1068,1,1.6,0.6
"SW","PreFentonGoethite",379.1246,1,1.6,0.73
"SW","PreFentonGoethite",379.1398,1,1.26,0.42
"SW","PreFentonGoethite",379.161,1,1.75,0.62
"SW","PreFentonGoethite",379.1762,1,1.4,0.35
"SW","PreFentonGoethite",379.1974,1,1.88,0.53
"SW","PreFentonGoethite",379.2126,1,1.52,0.29
"SW","PreFentonGoethite",379.216,1,2,0.33
"SW","PreFentonGoethite",379.2337,1,2,0.44
"SW","PreFentonGoethite",379.249,1,1.64,0.23
"SW","PreFentonGoethite",380.1497,1,1.93,0.5
"SW","PreFentonGoethite",380.1562,1,1.8,0.67
"SW","PreFentonGoethite",380.1827,1,1.5,0.33
"SW","PreFentonGoethite",381.0827,1,1.06,0.59
"SW","PreFentonGoethite",381.1038,1,1.57,0.86
"SW","PreFentonGoethite",381.1191,1,1.22,0.5
"SW","PreFentonGoethite",381.1225,1,1.73,0.6
"SW","PreFentonGoethite",381.132,1,1.8,0.6
"SW","PreFentonGoethite",381.1402,1,1.73,0.73
"SW","PreFentonGoethite",381.1555,1,1.37,0.42
"SW","PreFentonGoethite",381.1589,1,1.88,0.5
"SW","PreFentonGoethite",381.1766,1,1.88,0.62
"SW","PreFentonGoethite",381.1919,1,1.5,0.35
"SW","PreFentonGoethite",381.1952,1,2,0.41
"SW","PreFentonGoethite",381.2283,1,1.62,0.29
"SW","PreFentonGoethite",381.2316,1,2.11,0.33
"SW","PreFentonGoethite",382.162,1,1.47,0.41
"SW","PreFentonGoethite",383.0772,1,0.8,0.4
"SW","PreFentonGoethite",383.0831,1,1.54,1
"SW","PreFentonGoethite",383.0984,1,1.18,0.59
"SW","PreFentonGoethite",383.1136,1,0.95,0.33
"SW","PreFentonGoethite",383.1195,1,1.71,0.86
"SW","PreFentonGoethite",383.1348,1,1.33,0.5
"SW","PreFentonGoethite",383.15,1,1.09,0.27
"SW","PreFentonGoethite",383.1572,1,1.5,0.44
"SW","PreFentonGoethite",383.1711,1,1.47,0.42
"SW","PreFentonGoethite",383.1864,1,1.22,0.22
"SW","PreFentonGoethite",383.1936,1,1.65,0.35
"SW","PreFentonGoethite",383.2075,1,1.6,0.35
"SW","PreFentonGoethite",383.23,1,1.78,0.28
"SW","PreFentonGoethite",383.2439,1,1.71,0.29
"SW","PreFentonGoethite",384.1525,1,1.53,0.47
"SW","PreFentonGoethite",384.1776,1,1.59,0.41
"SW","PreFentonGoethite",384.214,1,1.72,0.33
"SW","PreFentonGoethite",385.0776,1,1.12,0.69
"SW","PreFentonGoethite",385.0929,1,0.9,0.4
"SW","PreFentonGoethite",385.114,1,1.29,0.59
"SW","PreFentonGoethite",385.1174,1,1.86,0.71
"SW","PreFentonGoethite",385.1293,1,1.05,0.33
"SW","PreFentonGoethite",385.1365,1,1.47,0.53
