"Mass","C","H","N","O","S","P"
529.1563,23,30,0,14,0,0
515.177,23,32,0,13,0,0
627.1414,23,32,0,20,0,0
613.1622,23,34,0,19,0,0
629.1571,23,34,0,20,0,0
645.152,23,34,0,21,0,0
631.1727,23,36,0,20,0,0
647.1676,23,36,0,21,0,0
663.1625,23,36,0,22,0,0
649.1833,23,38,0,21,0,0
651.1989,23,40,0,21,0,0
541.1563,24,30,0,14,0,0
529.1927,24,34,0,13,0,0
641.1571,24,34,0,20,0,0
657.152,24,34,0,21,0,0
673.1469,24,34,0,22,0,0
693.1731,24,38,0,23,0,0
695.1888,24,40,0,23,0,0
681.2095,24,42,0,22,0,0
557.1876,25,34,0,14,0,0
673.1833,25,38,0,21,0,0
689.1782,25,38,0,22,0,0
705.1731,25,38,0,23,0,0
643.2091,25,40,0,19,0,0
691.1938,25,40,0,22,0,0
707.1888,25,40,0,23,0,0
693.2095,25,42,0,22,0,0
457.3171,25,46,0,7,0,0
671.204,26,40,0,20,0,0
719.1888,26,40,0,23,0,0
705.2095,26,42,0,22,0,0
721.2044,26,42,0,23,0,0
733.2044,27,42,0,23,0,0
421.0659,33,10,0,1,0,0
435.0815,34,12,0,1,0,0
321.0463,11,14,0,11,0,0
307.0671,11,16,0,10,0,0
309.0827,11,18,0,10,0,0
341.0725,11,18,0,12,0,0
373.0446,11,18,0,12,1,0
389.0395,11,18,0,13,1,0
331.0307,12,12,0,11,0,0
333.0463,12,14,0,11,0,0
303.0722,12,16,0,9,0,0
336.0936,12,19,1,10,0,0
352.0885,12,19,1,11,0,0
325.0201,13,10,0,10,0,0
343.0307,13,12,0,11,0,0
359.0256,13,12,0,12,0,0
313.0565,13,14,0,9,0,0
317.0878,13,18,0,9,0,0
364.0885,13,19,1,11,0,0
380.0834,13,19,1,12,0,0
344.1099,13,19,3,8,0,0
319.1035,13,20,0,9,0,0
347.1096,13,20,2,9,0,0
350.1093,13,21,1,10,0,0
382.0991,13,21,1,12,0,0
330.1307,13,21,3,7,0,0
449.0607,13,22,0,15,1,0
368.1198,13,23,1,11,0,0
387.1144,13,24,0,13,0,0
369.0099,14,10,0,12,0,0
387.0205,14,12,0,13,0,0
309.0616,14,14,0,8,0,0
409.0624,14,18,0,14,0,0
373.0889,14,18,2,10,0,0
360.0936,14,19,1,10,0,0
392.0834,14,19,1,12,0,0
356.1099,14,19,3,8,0,0
372.1049,14,19,3,9,0,0
343.1147,14,20,2,8,0,0
359.1096,14,20,2,9,0,0
375.1045,14,20,2,10,0,0
410.094,14,21,1,13,0,0
317.1242,14,22,0,8,0,0
393.1151,14,22,2,11,0,0
373.1365,14,22,4,8,0,0
412.1097,14,23,1,13,0,0
376.1362,14,23,3,9,0,0
335.1348,14,24,0,9,0,0
463.0763,14,24,0,15,1,0
446.0974,14,25,1,13,1,0
353.1453,14,26,0,10,0,0
397.0049,15,10,0,13,0,0
417.0311,15,14,0,14,0,0
368.0623,15,15,1,10,0,0
419.0467,15,16,0,14,0,0
370.078,15,17,1,10,0,0
386.0729,15,17,1,11,0,0
369.094,15,18,2,9,0,0
356.0987,15,19,1,9,0,0
372.0936,15,19,1,10,0,0
388.0885,15,19,1,11,0,0
439.0729,15,20,0,15,0,0
371.1096,15,20,2,9,0,0
374.1093,15,21,1,10,0,0
390.1042,15,21,1,11,0,0
406.0991,15,21,1,12,0,0
402.1154,15,21,3,10,0,0
357.1303,15,22,2,8,0,0
373.1253,15,22,2,9,0,0
369.1416,15,22,4,7,0,0
401.1314,15,22,4,9,0,0
376.1249,15,23,1,10,0,0
404.1311,15,23,3,10,0,0
391.1358,15,24,2,10,0,0
423.1256,15,24,2,12,0,0
403.1471,15,24,4,9,0,0
390.1518,15,25,3,9,0,0
389.1678,15,26,4,8,0,0
396.1511,15,27,1,11,0,0
362.1933,15,29,3,7,0,0
427.0154,16,12,0,14,0,0
396.0572,16,15,1,11,0,0
398.0729,16,17,1,11,0,0
414.0678,16,17,1,12,0,0
400.0885,16,19,1,11,0,0
451.0729,16,20,0,15,0,0
370.1144,16,21,1,9,0,0
386.1093,16,21,1,10,0,0
402.1042,16,21,1,11,0,0
382.1256,16,21,3,8,0,0
398.1205,16,21,3,9,0,0
385.1253,16,22,2,9,0,0
401.1202,16,22,2,10,0,0
417.1151,16,22,2,11,0,0
433.11,16,22,2,12,0,0
404.1198,16,23,1,11,0,0
420.1147,16,23,1,12,0,0
436.1097,16,23,1,13,0,0
416.1311,16,23,3,10,0,0
406.1355,16,25,1,11,0,0
454.1202,16,25,1,14,0,0
421.1464,16,26,2,11,0,0
408.1511,16,27,1,11,0,0
440.141,16,27,1,13,0,0
420.1624,16,27,3,10,0,0
407.1671,16,28,2,10,0,0
374.1933,16,29,3,7,0,0
439.0154,17,12,0,14,0,0
459.0416,17,16,0,15,0,0
412.0885,17,19,1,11,0,0
463.0729,17,20,0,15,0,0
412.1362,17,23,3,9,0,0
450.1253,17,25,1,13,0,0
466.1202,17,25,1,14,0,0
430.1467,17,25,3,10,0,0
433.1464,17,26,2,11,0,0
445.1576,17,26,4,10,0,0
484.1308,17,27,1,15,0,0
451.1569,17,28,2,12,0,0
438.1617,17,29,1,12,0,0
454.1566,17,29,1,13,0,0
433.194,17,30,4,9,0,0
469.026,18,14,0,15,0,0
489.0522,18,18,0,16,0,0
412.1249,18,23,1,10,0,0
480.1359,18,27,1,14,0,0
496.1308,18,27,1,15,0,0
428.1675,18,27,3,9,0,0
460.1573,18,27,3,11,0,0
479.1519,18,28,2,13,0,0
459.1733,18,28,4,10,0,0
466.1566,18,29,1,13,0,0
514.1414,18,29,1,16,0,0
446.178,18,29,3,10,0,0
462.1729,18,29,3,11,0,0
447.2097,18,32,4,9,0,0
481.026,19,14,0,15,0,0
499.0366,19,16,0,16,0,0
501.0522,19,18,0,16,0,0
503.0679,19,20,0,16,0,0
491.1042,19,24,0,15,0,0
557.0996,19,26,0,19,0,0
494.1515,19,29,1,14,0,0
510.1464,19,29,1,15,0,0
526.1414,19,29,1,16,0,0
490.1678,19,29,3,12,0,0
561.1309,19,30,0,19,0,0
496.1672,19,31,1,14,0,0
511.0366,20,16,0,16,0,0
513.0522,20,18,0,16,0,0
517.0835,20,22,0,16,0,0
503.1042,20,24,0,15,0,0
505.1199,20,26,0,15,0,0
521.1148,20,26,0,16,0,0
537.1097,20,26,0,17,0,0
491.1406,20,28,0,14,0,0
538.1414,20,29,1,16,0,0
524.1621,20,31,1,15,0,0
572.1468,20,31,1,18,0,0
487.2046,20,32,4,10,0,0
526.1777,20,33,1,15,0,0
577.1622,20,34,0,19,0,0
499.2032,20,36,0,14,0,0
531.1931,20,36,0,16,0,0
525.0522,21,18,0,16,0,0
543.0628,21,20,0,17,0,0
529.0835,21,22,0,16,0,0
339.1602,21,24,0,4,0,0
531.0992,21,24,0,16,0,0
517.1199,21,26,0,15,0,0
503.1406,21,28,0,14,0,0
519.1355,21,28,0,15,0,0
505.1563,21,30,0,14,0,0
521.1512,21,30,0,15,0,0
537.1461,21,30,0,16,0,0
601.1258,21,30,0,20,0,0
507.1719,21,32,0,14,0,0
570.1676,21,33,1,17,0,0
493.1927,21,34,0,13,0,0
556.1883,21,35,1,16,0,0
572.1832,21,35,1,17,0,0
555.0628,22,20,0,17,0,0
541.0835,22,22,0,16,0,0
557.0784,22,22,0,17,0,0
529.1199,22,26,0,15,0,0
545.1148,22,26,0,16,0,0
531.1355,22,28,0,15,0,0
517.1563,22,30,0,14,0,0
631.1363,22,32,0,21,0,0
505.1927,22,34,0,13,0,0
553.1774,22,34,0,16,0,0
589.1985,22,38,0,18,0,0
605.1935,22,38,0,19,0,0
369.301,22,42,0,4,0,0
339.3269,22,44,0,2,0,0
569.0784,23,22,0,17,0,0
555.0992,23,24,0,16,0,0
571.0941,23,24,0,17,0,0
557.1148,23,26,0,16,0,0
543.1355,23,28,0,15,0,0
531.1719,23,32,0,14,0,0
611.1465,23,32,0,19,0,0
517.1927,23,34,0,13,0,0
661.1469,23,34,0,22,0,0
665.1782,23,38,0,22,0,0
619.2091,23,40,0,19,0,0
635.204,23,40,0,20,0,0
353.3425,23,46,0,2,0,0
567.0992,24,24,0,16,0,0
555.1355,24,28,0,15,0,0
543.1719,24,32,0,14,0,0
559.1668,24,32,0,15,0,0
545.1876,24,34,0,14,0,0
547.2032,24,36,0,14,0,0
611.1829,24,36,0,18,0,0
640.2207,24,39,3,17,0,0
642.2363,24,41,3,17,0,0
397.3323,24,46,0,4,0,0
567.1355,25,28,0,15,0,0
543.2083,25,36,0,13,0,0
559.2032,25,36,0,14,0,0
671.1676,25,36,0,21,0,0
627.2142,25,40,0,18,0,0
709.2044,25,42,0,23,0,0
631.2455,25,44,0,18,0,0
585.1825,26,34,0,15,0,0
571.2032,26,36,0,14,0,0
573.2189,26,38,0,14,0,0
685.1833,26,38,0,21,0,0
701.1782,26,38,0,22,0,0
737.1993,26,42,0,24,0,0
707.2251,26,44,0,22,0,0
723.2201,26,44,0,23,0,0
581.1876,27,34,0,14,0,0
597.1825,27,34,0,15,0,0
585.2189,27,38,0,14,0,0
717.2095,27,42,0,22,0,0
719.2251,27,44,0,22,0,0
460.2047,28,32,1,3,0,1
599.2345,28,40,0,14,0,0
745.2044,28,42,0,23,0,0
761.1993,28,42,0,24,0,0
763.215,28,44,0,24,0,0
777.2306,29,46,0,24,0,0
502.2153,30,34,1,4,0,1
514.2153,31,34,1,4,0,1
532.2258,31,36,1,5,0,1
565.1081,39,18,0,5,0,0
371.0654,12,20,0,11,1,0
348.0936,13,19,1,10,0,0
328.115,13,19,3,7,0,0
353.0912,13,22,0,9,1,0
369.0861,13,22,0,10,1,0
385.081,13,22,0,11,1,0
329.1467,13,22,4,6,0,0
339.1119,13,24,0,8,1,0
355.1068,13,24,0,9,1,0
340.115,14,19,3,7,0,0
299.1136,14,20,0,7,0,0
326.1358,14,21,3,6,0,0
301.1293,14,22,0,7,0,0
365.0912,14,22,0,9,1,0
341.1467,14,22,4,6,0,0
348.13,14,23,1,9,0,0
319.1398,14,24,0,8,0,0
351.1119,14,24,0,8,1,0
367.1068,14,24,0,9,1,0
383.1017,14,24,0,10,1,0
399.0967,14,24,0,11,1,0
415.0916,14,24,0,12,1,0
363.1409,14,24,2,9,0,0
343.1623,14,24,4,6,0,0
401.1123,14,26,0,11,1,0
332.1827,14,27,3,6,0,0
355.1432,14,28,0,8,1,0
293.1792,14,30,0,4,1,0
295.1187,15,20,0,6,0,0
400.1474,15,23,5,8,0,0
432.1195,15,23,5,8,1,0
379.1068,15,24,0,9,1,0
395.1017,15,24,0,10,1,0
362.1457,15,25,1,9,0,0
378.1406,15,25,1,10,0,0
386.1681,15,25,5,7,0,0
402.163,15,25,5,8,0,0
301.1657,15,26,0,6,0,0
365.1276,15,26,0,8,1,0
381.1225,15,26,0,9,1,0
397.1174,15,26,0,10,1,0
413.1123,15,26,0,11,1,0
445.1021,15,26,0,13,1,0
415.128,15,28,0,11,1,0
346.1984,15,29,3,6,0,0
353.1639,15,30,0,7,1,0
369.1589,15,30,0,8,1,0
307.1187,16,20,0,6,0,0
371.146,16,24,2,8,0,0
390.1406,16,25,1,10,0,0
398.1681,16,25,5,7,0,0
414.163,16,25,5,8,0,0
373.1616,16,26,2,8,0,0
392.1562,16,27,1,10,0,0
400.1838,16,27,5,7,0,0
416.1787,16,27,5,8,0,0
395.1381,16,28,0,9,1,0
427.128,16,28,0,11,1,0
474.1287,16,29,1,13,1,0
342.2034,16,29,3,5,0,0
360.214,16,31,3,6,0,0
411.1521,17,24,4,8,0,0
389.1276,17,26,0,8,1,0
381.178,17,26,4,6,0,0
436.146,17,27,1,12,0,0
391.1432,17,28,0,8,1,0
422.1668,17,29,1,11,0,0
388.2089,17,31,3,7,0,0
379.1974,17,32,0,9,0,0
358.2347,17,33,3,5,0,0
367.216,17,36,0,6,1,0
425.1678,18,26,4,8,0,0
440.1787,18,27,5,8,0,0
355.1585,18,28,0,5,1,0
371.1534,18,28,0,6,1,0
341.1792,18,30,0,4,1,0
370.2347,18,33,3,5,0,0
386.2297,18,33,3,6,0,0
281.2486,18,34,0,2,0,0
442.1831,19,29,3,9,0,0
454.1943,19,29,5,8,0,0
369.1741,19,30,0,5,1,0
493.1675,19,30,2,13,0,0
385.1785,19,31,0,6,0,1
480.1723,19,31,1,13,0,0
421.2079,19,34,0,10,0,0
426.2246,20,33,3,7,0,0
465.1977,20,34,0,12,0,0
435.2236,20,36,0,10,0,0
515.1981,20,36,0,15,0,0
467.2147,21,32,4,8,0,0
540.1934,21,35,1,15,0,0
439.2562,21,36,4,6,0,0
513.2189,21,38,0,14,0,0
529.2138,21,38,0,15,0,0
473.2617,21,38,4,8,0,0
523.2032,22,36,0,14,0,0
570.204,22,37,1,16,0,0
525.2189,22,38,0,14,0,0
500.2726,22,39,5,8,0,0
399.2752,22,40,0,6,0,0
527.2345,22,40,0,14,0,0
581.1723,23,34,0,17,0,0
505.229,23,38,0,12,0,0
555.2294,23,40,0,15,0,0
622.2101,24,37,3,16,0,0
581.2087,24,38,0,16,0,0
611.2193,25,40,0,17,0,0
613.2349,25,42,0,17,0,0
430.1578,26,26,1,3,0,1
627.2506,26,44,0,17,0,0
645.2611,26,46,0,18,0,0
444.1734,27,28,1,3,0,1
671.2404,27,44,0,19,0,0
703.2302,27,44,0,21,0,0
433.3323,27,46,0,4,0,0
657.2611,27,46,0,18,0,0
673.2561,27,46,0,19,0,0
689.251,27,46,0,20,0,0
456.1734,28,28,1,3,0,1
585.2553,28,42,0,13,0,0
715.2302,28,44,0,21,0,0
731.2251,28,44,0,22,0,0
470.1891,29,30,1,3,0,1
488.1996,29,32,1,4,0,1
599.2709,29,44,0,13,0,0
611.2709,30,44,0,13,0,0
787.215,30,44,0,24,0,0
516.2309,31,36,1,4,0,1
502.2517,31,38,1,3,0,1
530.2466,32,38,1,4,0,1
516.2673,32,40,1,3,0,1
544.2622,33,40,1,4,0,1
461.0972,36,14,0,1,0,0
475.1128,37,16,0,1,0,0
533.1183,39,18,0,3,0,0
561.1496,41,22,0,3,0,0
390.1266,13,21,5,9,0,0
316.1514,13,23,3,6,0,0
307.1398,13,24,0,8,0,0
349.1646,13,27,4,5,0,1
351.1803,13,29,4,5,0,1
307.0459,14,12,0,8,0,0
317.1064,14,22,0,6,1,0
378.134,14,25,3,7,1,0
321.1555,14,26,0,8,0,0
380.1497,14,27,3,7,1,0
323.1534,14,28,0,6,1,0
349.201,14,31,4,4,0,1
317.0303,15,10,0,8,0,0
307.0823,15,16,0,7,0,0
375.0755,15,20,0,9,1,0
393.0861,15,22,0,10,1,0
363.1119,15,24,0,8,1,0
381.132,15,27,0,9,0,1
392.1497,15,27,3,7,1,0
319.1762,15,28,0,7,0,0
351.1661,15,28,0,9,0,0
367.1527,15,29,0,8,0,1
378.1704,15,29,3,6,1,0
401.1487,15,30,0,10,1,0
315.051,16,12,0,7,0,0
366.1307,16,21,3,7,0,0
393.1225,16,26,0,9,1,0
409.1174,16,26,0,10,1,0
299.1864,16,28,0,5,0,0
301.202,16,30,0,5,0,0
287.2228,16,32,0,4,0,0
303.2177,16,32,0,5,0,0
335.2075,16,32,0,7,0,0
415.1643,16,32,0,10,1,0
315.0874,17,16,0,6,0,0
317.1031,17,18,0,6,0,0
345.1092,17,18,2,6,0,0
393.0857,17,19,2,7,0,1
382.1144,17,21,1,9,0,0
354.1558,17,25,1,7,0,0
293.1758,17,26,0,4,0,0
373.1326,17,26,0,7,1,0
407.1381,17,28,0,9,1,0
313.202,17,30,0,5,0,0
393.1589,17,30,0,8,1,0
405.1346,17,30,2,3,3,0
395.1745,17,32,0,8,1,0
411.1872,17,32,0,11,0,0
397.1902,17,34,0,8,1,0
367.0096,18,8,0,9,0,0
315.1238,18,20,0,5,0,0
375.1198,18,20,2,7,0,0
381.1312,18,26,2,3,2,0
311.2228,18,32,0,4,0,0
407.1745,18,32,0,8,1,0
423.1789,18,33,0,9,0,1
425.1851,18,34,0,9,1,0
410.2218,18,37,1,7,1,0
351.051,19,12,0,7,0,0
339.0874,19,16,0,6,0,0
434.0729,19,17,1,11,0,0
387.1115,19,21,2,5,0,1
392.1351,19,23,1,8,0,0
389.1272,19,23,2,5,0,1
315.1602,19,24,0,4,0,0
391.1428,19,25,2,5,0,1
317.1758,19,26,0,4,0,0
530.1294,19,26,5,11,0,1
319.1915,19,28,0,4,0,0
426.1882,19,29,3,8,0,0
321.2071,19,30,0,4,0,0
417.1684,19,31,0,8,0,1
563.1383,19,33,0,17,0,1
437.1851,19,34,0,9,1,0
581.1488,19,35,0,18,0,1
361.2596,19,38,0,6,0,0
315.1966,20,28,0,3,0,0
335.2228,20,32,0,4,0,0
495.1637,20,33,0,12,0,1
481.1844,20,35,0,11,0,1
497.1793,20,35,0,12,0,1
451.2185,20,36,0,11,0,0
467.2134,20,36,0,12,0,0
483.2001,20,37,0,11,0,1
499.195,20,37,0,12,0,1
437.2215,20,38,0,8,1,0
421.2443,20,38,0,9,0,0
407.265,20,40,0,8,0,0
343.1915,21,28,0,4,0,0
418.1984,21,29,3,6,0,0
434.1933,21,29,3,7,0,0
345.2071,21,30,0,4,0,0
347.2228,21,32,0,4,0,0
465.2341,21,38,0,11,0,0
481.229,21,38,0,12,0,0
497.224,21,38,0,13,0,0
387.2752,21,40,0,6,0,0
389.2909,21,42,0,6,0,0
519.0416,22,16,0,15,0,0
482.1668,22,29,1,11,0,0
507.1906,22,36,0,11,1,0
463.2549,22,40,0,10,0,0
479.2498,22,40,0,11,0,0
511.2396,22,40,0,13,0,0
417.2858,22,42,0,7,0,0
449.2756,22,42,0,9,0,0
465.2705,22,42,0,10,0,0
423.1085,23,20,0,8,0,0
496.1824,23,31,1,11,0,0
483.1815,23,36,2,3,3,0
393.2646,23,38,0,5,0,0
507.2447,23,40,0,12,0,0
461.2756,23,42,0,9,0,0
477.2705,23,42,0,10,0,0
637.2114,23,43,0,18,0,1
511.0518,24,16,0,13,0,0
455.0915,24,17,4,4,0,1
449.0878,24,18,0,9,0,0
451.1035,24,20,0,9,0,0
437.1242,24,22,0,8,0,0
565.0835,24,22,0,16,0,0
551.1042,24,24,0,15,0,0
405.2646,24,38,0,5,0,0
423.2752,24,40,0,6,0,0
519.2447,24,40,0,12,0,0
535.2396,24,40,0,13,0,0
457.2807,24,42,0,8,0,0
521.2603,24,42,0,12,0,0
553.2502,24,42,0,14,0,0
443.3014,24,44,0,7,0,0
459.2963,24,44,0,8,0,0
491.2862,24,44,0,10,0,0
507.2811,24,44,0,11,0,0
539.2709,24,44,0,13,0,0
541.0624,25,18,0,14,0,0
481.114,25,22,0,10,0,0
579.0992,25,24,0,16,0,0
717.1367,25,34,0,24,0,0
533.2603,25,42,0,12,0,0
535.276,25,44,0,12,0,0
505.3018,25,46,0,10,0,0
495.1297,26,24,0,10,0,0
591.0992,26,24,0,16,0,0
593.1148,26,26,0,16,0,0
528.1511,26,27,1,11,0,0
579.1355,26,28,0,15,0,0
559.2396,26,40,0,13,0,0
449.2909,26,42,0,6,0,0
561.2553,26,42,0,13,0,0
563.2709,26,44,0,13,0,0
501.3069,26,46,0,9,0,0
549.2916,26,46,0,12,0,0
555.1144,27,24,0,13,0,0
571.1093,27,24,0,14,0,0
527.1559,27,28,0,11,0,0
593.1512,27,30,0,15,0,0
497.312,27,46,0,8,0,0
561.2916,27,46,0,12,0,0
547.3124,27,48,0,11,0,0
563.3073,27,48,0,12,0,0
587.2709,28,44,0,13,0,0
543.3175,28,48,0,10,0,0
559.3124,28,48,0,11,0,0
583.1457,29,28,0,13,0,0
569.1664,29,30,0,12,0,0
473.1887,29,31,0,4,0,1
523.3276,29,48,0,8,0,0
603.3022,29,48,0,13,0,0
585.328,30,50,0,11,0,0
809.2568,30,50,0,25,0,0
627.3022,31,48,0,13,0,0
597.328,31,50,0,11,0,0
613.3229,31,50,0,12,0,0
629.3179,31,50,0,13,0,0
599.3437,31,52,0,11,0,0
657.3128,32,50,0,14,0,0
659.3284,32,52,0,14,0,0
661.3441,32,54,0,14,0,0
585.4008,32,58,0,9,0,0
375.1037,16,25,0,6,1,1
401.0937,13,22,0,14,0,0
399.1508,15,28,0,12,0,0
404.1068,14,23,5,5,2,0
NA,NA,NA,NA,NA,NA,NA
397.1715,16,30,0,11,0,0
297.0827,10,18,0,10,0,0
311.0984,11,20,0,10,0,0
317.0514,12,14,0,10,0,0
349.0412,12,14,0,12,0,0
373.0988,12,22,0,13,0,0
321.1191,13,22,0,9,0,0
401.1301,14,26,0,13,0,0
434.1173,15,25,5,6,2,0
461.097,15,26,0,14,1,0
412.146,15,27,1,12,0,0
383.1559,15,28,0,11,0,0
383.1923,16,32,0,10,0,0
395.1014,17,21,2,7,0,1
403.0986,17,25,0,7,1,1
470.1515,17,29,1,14,0,0
461.1889,18,30,4,10,0,0
535.1516,18,32,0,18,0,0
437.2028,19,34,0,11,0,0
549.1672,19,34,0,18,0,0
368.0962,20,19,1,4,1,0
547.188,20,36,0,17,0,0
545.2087,21,38,0,16,0,0
561.2036,21,38,0,17,0,0
410.1068,22,21,1,5,1,0
428.1173,22,23,1,6,1,0
519.1719,22,32,0,14,0,0
521.1876,22,34,0,14,0,0
519.2083,23,36,0,13,0,0
649.2197,24,42,0,20,0,0
687.1625,25,36,0,22,0,0
545.224,25,38,0,13,0,0
663.2353,25,44,0,20,0,0
749.1993,27,42,0,24,0,0
765.2306,28,46,0,24,0,0
781.2255,28,46,0,25,0,0
823.2361,30,48,0,26,0,0
449.0972,35,14,0,1,0,0
381.1545,13,27,4,7,0,1
297.098,14,18,0,7,0,0
303.1449,14,24,0,7,0,0
337.1504,14,26,0,9,0,0
365.1959,14,31,4,5,0,1
381.1908,14,31,4,6,0,1
338.1358,15,21,3,6,0,0
281.1394,15,22,0,5,0,0
303.1813,15,28,0,6,0,0
307.1949,15,32,0,4,1,0
295.1551,16,24,0,5,0,0
425.1123,16,26,0,11,1,0
397.1538,16,30,0,9,1,0
255.233,16,32,0,2,0,0
351.2024,16,32,0,8,0,0
321.2105,16,34,0,4,1,0
387.1119,17,24,0,8,1,0
403.1068,17,24,0,9,1,0
375.1483,17,28,0,7,1,0
339.1636,18,28,0,4,1,0
399.124,18,28,2,2,3,0
506.1385,18,29,5,8,2,0
357.1741,18,30,0,5,1,0
405.1589,18,30,0,8,1,0
437.1487,18,30,0,10,1,0
439.1643,18,32,0,10,1,0
405.1221,19,23,2,6,0,1
421.117,19,23,2,7,0,1
444.1988,19,31,3,9,0,0
313.1809,20,26,0,3,0,0
337.2384,20,34,0,4,0,0
339.2541,20,36,0,4,0,0
483.2083,20,36,0,13,0,0
437.2392,20,38,0,10,0,0
369.2646,21,38,0,5,0,0
325.3112,21,42,0,2,0,0
355.1915,22,28,0,4,0,0
537.1825,22,34,0,15,0,0
381.2646,22,38,0,5,0,0
367.2854,22,40,0,4,0,0
383.2803,22,40,0,5,0,0
481.2654,22,42,0,11,0,0
521.224,23,38,0,13,0,0
537.2189,23,38,0,14,0,0
553.2138,23,38,0,15,0,0
523.2396,23,40,0,13,0,0
539.2345,23,40,0,14,0,0
493.2654,23,42,0,11,0,0
541.2502,23,42,0,14,0,0
383.3167,23,44,0,4,0,0
495.2811,23,44,0,11,0,0
533.224,24,38,0,13,0,0
551.2345,24,40,0,14,0,0
567.2294,24,40,0,15,0,0
569.2451,24,42,0,15,0,0
585.24,24,42,0,16,0,0
555.2658,24,44,0,14,0,0
513.3103,24,50,0,9,1,0
547.2396,25,40,0,13,0,0
549.2553,25,42,0,13,0,0
551.2709,25,44,0,13,0,0
489.3069,25,46,0,9,0,0
539.3073,25,48,0,12,0,0
575.2345,26,40,0,14,0,0
577.2502,26,42,0,14,0,0
579.2658,26,44,0,14,0,0
617.3026,26,50,0,16,0,0
715.1938,27,40,0,22,0,0
589.2502,27,42,0,14,0,0
575.2709,27,44,0,13,0,0
591.2658,27,44,0,14,0,0
577.2866,27,46,0,13,0,0
641.2662,27,46,0,17,0,0
705.2459,27,46,0,21,0,0
659.2768,27,48,0,18,0,0
601.2502,28,42,0,14,0,0
603.2658,28,44,0,14,0,0
589.2866,28,46,0,13,0,0
605.2815,28,46,0,14,0,0
717.2459,28,46,0,21,0,0
671.2768,28,48,0,18,0,0
609.2189,29,38,0,14,0,0
613.2502,29,42,0,14,0,0
587.3073,29,48,0,12,0,0
613.2866,30,46,0,13,0,0
601.3229,30,50,0,12,0,0
513.3222,31,46,0,6,0,0
625.2866,31,46,0,13,0,0
641.2815,31,46,0,14,0,0
643.2971,31,48,0,14,0,0
639.3022,32,48,0,13,0,0
583.3852,32,56,0,9,0,0
477.1285,37,18,0,1,0,0
